0.18,-57.34,-73.41,96.96,0.127,0.14,-55.93,-73.64,191.21,0.254
0.15,-57.73,-77.03,87.67,0.127,0.21,-56.53,-72.46,119.50,0.254
0.16,-58.50,-75.52,112.06,0.127,0.19,-55.92,-76.09,124.08,0.254
0.20,-57.98,-77.46,92.27,0.127,0.21,-55.76,-74.56,193.54,0.254
0.17,-57.90,-74.38,91.17,0.127,0.20,-56.72,-75.60,139.09,0.254
0.20,-58.09,-77.83,97.32,0.127,0.17,-56.20,-73.78,131.83,0.254
0.17,-57.89,-75.90,96.95,0.127,0.16,-56.52,-74.14,114.78,0.254
0.14,-59.09,-74.72,105.32,0.127,0.17,-55.60,-72.98,198.71,0.254
0.16,-57.74,-76.79,94.16,0.127,0.20,-55.95,-72.70,238.45,0.254
0.13,-57.97,-73.91,128.56,0.127,0.22,-56.07,-72.36,130.72,0.254
0.16,-57.96,-77.51,79.56,0.127,0.20,-55.63,-75.44,161.79,0.254
0.16,-58.87,-76.20,91.15,0.127,0.21,-56.98,-77.60,107.37,0.254
0.13,-59.01,-79.28,109.69,0.127,0.22,-55.49,-75.13,100.80,0.254
0.14,-58.21,-77.24,102.28,0.127,0.20,-55.46,-74.31,146.94,0.254
0.16,-57.38,-74.40,108.37,0.127,0.19,-55.39,-73.56,128.97,0.254
0.16,-57.68,-77.90,93.41,0.127,0.21,-56.68,-77.22,107.35,0.254
0.15,-57.80,-75.40,120.22,0.127,0.20,-56.75,-74.33,129.64,0.254
0.20,-59.24,-75.60,70.88,0.127,0.22,-56.20,-73.15,131.42,0.254
0.15,-57.96,-77.82,101.22,0.127,0.18,-56.73,-72.97,133.83,0.254
0.16,-59.33,-76.33,71.20,0.127,0.18,-56.86,-73.30,132.19,0.254
0.18,-59.84,-76.03,98.73,0.127,0.19,-57.15,-75.29,138.09,0.254
0.20,-57.24,-77.43,63.16,0.127,0.19,-57.17,-72.99,116.60,0.254
0.20,-58.80,-75.66,120.53,0.127,0.20,-57.05,-72.85,169.89,0.254
0.20,-58.89,-76.61,95.57,0.127,0.19,-57.18,-76.02,174.62,0.254
0.22,-56.76,-79.99,72.40,0.127,0.21,-57.00,-74.52,128.06,0.254
0.16,-58.02,-77.77,97.25,0.127,0.20,-56.34,-72.54,200.79,0.254
0.16,-57.76,-74.85,78.70,0.127,0.19,-56.79,-74.45,105.53,0.254
0.22,-57.65,-81.54,65.83,0.127,0.23,-56.73,-73.96,143.59,0.254
0.20,-59.07,-79.35,105.81,0.127,0.20,-56.37,-72.58,149.50,0.254
0.27,-59.31,-73.26,114.60,0.127,0.23,-56.64,-72.42,119.20,0.254
0.31,-57.66,-71.48,92.65,0.127,0.23,-56.63,-72.81,127.97,0.254
0.23,-58.14,-82.71,81.47,0.127,0.21,-56.35,-72.82,113.18,0.254
0.29,-59.03,-73.53,125.64,0.127,0.23,-57.19,-72.72,119.47,0.254
0.31,-59.55,-72.26,131.14,0.127,0.19,-57.13,-75.12,149.68,0.254
0.29,-58.32,-71.85,108.89,0.127,0.19,-56.48,-74.05,142.22,0.254
0.29,-58.97,-77.23,68.73,0.127,0.20,-56.51,-73.40,140.19,0.254
0.43,-59.12,-73.60,76.28,0.127,0.24,-56.08,-72.41,148.59,0.254
0.35,-59.76,-73.05,98.71,0.127,0.22,-56.07,-72.25,133.36,0.254
0.30,-58.59,-71.36,109.82,0.127,0.21,-56.68,-75.42,73.37,0.254
0.24,-58.89,-74.84,114.22,0.127,0.22,-56.46,-72.46,119.30,0.254
0.23,-58.45,-73.46,115.65,0.127,0.18,-56.91,-74.50,78.46,0.254
0.17,-57.79,-76.41,111.15,0.127,0.20,-56.03,-73.10,130.50,0.254
0.21,-59.19,-73.66,121.39,0.127,0.17,-57.08,-75.09,118.28,0.254
0.23,-58.15,-82.37,90.39,0.127,0.20,-56.68,-73.30,97.21,0.254
0.23,-59.21,-78.71,111.50,0.127,0.18,-56.80,-73.56,129.94,0.254
0.17,-57.36,-76.45,123.47,0.127,0.20,-56.99,-72.89,129.64,0.254
0.15,-58.59,-76.31,116.25,0.127,0.18,-56.97,-72.89,97.54,0.254
0.24,-56.19,-73.70,100.56,0.127,0.17,-57.39,-75.49,121.19,0.254
0.27,-58.01,-78.37,89.61,0.127,0.16,-57.69,-76.99,112.67,0.254
0.35,-58.10,-77.91,82.13,0.127,0.18,-56.98,-73.64,116.70,0.254
0.32,-58.77,-71.89,92.00,0.127,0.19,-56.76,-73.15,148.34,0.254
0.26,-58.91,-84.23,43.86,0.127,0.18,-56.68,-72.69,146.25,0.254
0.22,-58.31,-81.28,68.25,0.127,0.17,-56.75,-72.69,117.43,0.254
0.56,-57.17,-72.45,118.55,0.127,0.16,-56.61,-72.67,147.91,0.254
